seriesuid,width,height,slice,vcoordX,vcoordY,vcoordZ
696778,356,356,266,227.0,324.0,100.0
696778,356,356,266,288.0,93.0,32.0
696778,356,356,266,293.0,167.0,216.0
696778,356,356,266,288.0,312.0,91.0
696778,356,356,266,288.0,311.0,159.0
696778,356,356,266,284.0,315.0,225.0
696778,356,356,266,284.0,316.0,230.0
696778,356,356,266,316.0,160.0,87.0
696778,356,356,266,324.0,156.0,87.0
696778,356,356,266,307.0,146.0,170.0
696778,356,356,266,316.0,161.0,151.0
696778,356,356,266,324.0,167.0,163.0
696778,356,356,266,317.0,167.0,216.0
657220,315,315,310,107.0,272.0,272.0
657220,315,315,310,152.0,283.0,91.0
657220,315,315,310,152.0,283.0,107.0
657220,315,315,310,163.0,280.0,274.0
650192,296,296,315,233.0,225.0,274.0
521812,368,368,380,31.999999999999968,233.0,348.0
521812,368,368,380,97.99999999999996,274.0,348.0
521812,368,368,380,105.99999999999996,330.0,228.0
521812,368,368,380,104.99999999999996,328.0,287.0
521812,368,368,380,103.99999999999996,327.0,346.0
521812,368,368,380,154.99999999999997,98.0,348.0
521812,368,368,380,171.99999999999997,148.0,340.0
521812,368,368,380,160.99999999999997,278.0,341.0
521812,368,368,380,217.0,95.0,36.0
521812,368,368,380,236.0,152.0,32.0
521812,368,368,380,222.0,231.0,296.0
521812,368,368,380,226.0,282.0,348.0
521812,368,368,380,231.0,336.0,346.0
521812,368,368,380,294.0,100.0,40.0
521812,368,368,380,277.0,156.0,32.0
521812,368,368,380,296.0,234.0,91.0
521812,368,368,380,287.0,280.0,348.0
521812,368,368,380,281.0,332.0,228.0
521812,368,368,380,284.0,332.0,289.0
521812,368,368,380,284.0,332.0,347.0
521812,368,368,380,336.0,159.0,33.0
521812,368,368,380,336.0,219.0,32.0
521812,368,368,380,336.0,217.0,99.0
521812,368,368,380,336.0,229.0,345.0
520069,427,427,340,35.000000000000036,358.0,32.0
520069,427,427,340,33.000000000000036,356.0,219.0
520069,427,427,340,32.000000000000036,385.0,279.0
520069,427,427,340,98.00000000000004,160.0,43.0
520069,427,427,340,88.00000000000004,220.0,103.0
520069,427,427,340,101.00000000000004,218.0,101.0
520069,427,427,340,104.00000000000004,230.0,152.0
520069,427,427,340,104.00000000000004,214.0,164.0
520069,427,427,340,106.00000000000004,218.0,295.0
520069,427,427,340,104.00000000000004,235.0,308.0
520069,427,427,340,106.00000000000004,218.0,295.0
520069,427,427,340,104.00000000000004,277.0,86.0
520069,427,427,340,121.00000000000004,296.0,106.0
520069,427,427,340,156.00000000000003,111.0,93.0
520069,427,427,340,158.00000000000003,235.0,107.0
520069,427,427,340,160.00000000000003,228.0,287.0
520069,427,427,340,161.00000000000003,301.0,32.0
520069,427,427,340,157.00000000000003,299.0,165.0
520069,427,427,340,226.00000000000003,102.0,155.0
520069,427,427,340,228.00000000000003,165.0,165.0
520069,427,427,340,227.00000000000003,159.0,238.0
520069,427,427,340,226.00000000000003,229.0,106.0
520069,427,427,340,240.00000000000003,223.0,80.0
520069,427,427,340,290.0,219.0,95.0
520069,427,427,340,294.0,284.0,32.0
520069,427,427,340,275.0,290.0,87.0
520069,427,427,340,293.0,288.0,93.0
520069,427,427,340,343.0,146.0,32.0
520069,427,427,340,339.0,165.0,95.0
520069,427,427,340,350.0,226.0,94.0
520069,427,427,340,390.0,277.0,307.0
520069,427,427,340,395.0,351.0,299.0
385457,360,360,245,101.0,102.0,32.0
385457,360,360,245,111.0,89.0,32.0
507671,329,329,250,225.0,222.0,32.0
507671,329,329,250,285.0,165.0,35.0
507671,329,329,250,288.0,165.0,35.0
507671,329,329,250,297.0,162.0,218.0
671826,350,350,280,96.0,230.0,34.0
671826,350,350,280,151.0,91.0,95.0
671826,350,350,280,174.0,87.0,102.0
671826,350,350,280,149.0,219.0,32.0
671826,350,350,280,214.0,99.0,32.0
671826,350,350,280,231.0,93.0,32.0
671826,350,350,280,221.0,225.0,32.0
671826,350,350,280,221.0,221.0,39.0
629179,334,334,308,37.0,167.0,215.0
629179,334,334,308,32.0,234.0,230.0
629179,334,334,308,32.0,226.0,275.0
629179,334,334,308,107.0,159.0,276.0
629179,334,334,308,155.0,276.0,273.0
629179,334,334,308,154.0,275.0,276.0
629179,334,334,308,164.0,280.0,273.0
629179,334,334,308,298.0,219.0,218.0
629179,334,334,308,284.0,227.0,276.0
629179,334,334,308,301.0,222.0,217.0
629179,334,334,308,302.0,224.0,276.0
664774,337,337,305,37.0,171.0,40.0
651264,350,350,295,37.0,279.0,256.0
651264,350,350,295,163.0,285.0,232.0
651264,350,350,295,155.0,277.0,262.0
651264,350,350,295,164.0,288.0,258.0
651264,350,350,295,228.0,234.0,161.0
651264,350,350,295,221.0,229.0,230.0
651264,350,350,295,224.0,281.0,157.0
651264,350,350,295,281.0,162.0,259.0
651264,350,350,295,291.0,150.0,252.0
651264,350,350,295,285.0,281.0,263.0
656074,318,318,315,42.0,166.0,274.0
656074,318,318,315,32.0,228.0,283.0
656074,318,318,315,98.0,219.0,153.0
656074,318,318,315,222.0,106.0,33.0
656074,318,318,315,234.0,91.0,33.0
656074,318,318,315,226.0,176.0,32.0
656074,318,318,315,235.0,167.0,32.0
656074,318,318,315,214.0,216.0,88.0
689489,362,362,345,34.0,318.0,313.0
656758,350,350,265,170.0,87.0,37.0
656758,350,350,265,224.0,107.0,32.0
656758,350,350,265,229.0,96.0,32.0
656758,350,350,265,285.0,214.0,37.0
656758,350,350,265,288.0,283.0,215.0
656524,372,372,255,230.0,101.0,223.0
656524,372,372,255,284.0,148.0,212.0
656524,372,372,255,298.0,168.0,212.0
656524,372,372,255,332.0,225.0,213.0
656524,372,372,255,340.0,222.0,219.0
691697,397,397,270,233.0,227.0,32.0
691697,397,397,270,292.0,233.0,39.0
691697,397,397,270,348.0,218.0,88.0
657087,359,359,320,158.0,95.0,162.0
657087,359,359,320,222.0,234.0,32.0
657087,359,359,320,232.0,224.0,32.0
657087,359,359,320,291.0,102.0,39.0
657087,359,359,320,285.0,227.0,32.0
649763,350,350,270,230.0,92.0,32.0
649763,350,350,270,218.0,224.0,32.0
649763,350,350,270,287.0,92.0,32.0
657095,364,364,260,39.0,233.0,32.0
657095,364,364,260,155.0,165.0,228.0
657095,364,364,260,156.0,166.0,228.0
657095,364,364,260,157.0,229.0,222.0
657095,364,364,260,153.0,214.0,228.0
657095,364,364,260,173.0,213.0,215.0
657095,364,364,260,157.0,229.0,223.0
657095,364,364,260,153.0,213.0,228.0
657095,364,364,260,174.0,215.0,218.0
657095,364,364,260,220.0,171.0,217.0
657095,364,364,260,220.0,171.0,217.0
657095,364,364,260,221.0,228.0,225.0
657095,364,364,260,219.0,227.0,226.0
657095,364,364,260,227.0,276.0,40.0
657095,364,364,260,228.0,280.0,97.00000000000013
657095,364,364,260,224.0,278.0,155.0
657095,364,364,260,290.0,146.0,38.0
657095,364,364,260,291.0,211.0,228.0
657095,364,364,260,290.0,215.0,228.0
657095,364,364,260,332.0,227.0,153.0
657095,364,364,260,332.0,217.0,228.0
522987,380,380,155,280.0,348.0,34.0
414370,380,380,240,279.0,348.0,87.0
414370,380,380,240,279.0,348.0,160.0
414370,380,380,240,283.0,348.0,208.0
414370,380,380,240,348.0,221.0,32.0
630889,346,346,270,34.0,231.0,149.0
630889,346,346,270,98.0,219.0,32.0
630889,346,346,270,97.0,288.0,222.0
630889,346,346,270,99.0,282.0,228.0
630889,346,346,270,99.0,301.0,155.0
630889,346,346,270,171.0,152.0,219.0
630889,346,346,270,151.0,163.0,238.0
630889,346,346,270,172.0,150.0,227.0
630889,346,346,270,162.0,292.0,228.0
630889,346,346,270,162.0,287.0,236.0
630889,346,346,270,233.0,98.0,213.0
630889,346,346,270,222.0,161.0,227.0
630889,346,346,270,236.0,158.0,224.0
630889,346,346,270,230.0,289.0,221.0
630889,346,346,270,225.0,283.0,228.0
700832,350,350,300,40.0,104.0,41.0
700832,350,350,300,45.0,98.0,36.0
700832,350,350,300,99.0,152.0,84.0
700832,350,350,300,88.0,231.0,155.0
700832,350,350,300,154.0,103.0,98.0
700832,350,350,300,156.0,317.0,267.0
700832,350,350,300,226.0,90.0,37.0
700832,350,350,300,222.0,80.0,32.0
700832,350,350,300,216.0,315.0,268.0
700832,350,350,300,289.0,100.0,32.0
700832,350,350,300,299.0,103.0,32.0
700832,350,350,300,288.0,81.0,106.0
700832,350,350,300,290.0,233.0,38.0
700832,350,350,300,318.0,163.0,106.0
700832,350,350,300,318.0,149.0,92.0
700832,350,350,300,318.0,168.0,102.0
700832,350,350,300,318.0,218.0,32.0
664753,361,361,345,174.0,97.0,230.0
664753,361,361,345,166.0,165.0,292.0
664753,361,361,345,166.0,164.0,308.0
664753,361,361,345,234.0,98.0,32.0
664753,361,361,345,222.0,274.0,313.0
664753,361,361,345,284.0,156.0,296.0
664753,361,361,345,295.0,229.0,32.0
656874,354,354,319,32.0,161.0,32.0
656874,354,354,319,277.0,103.0,95.0
525840,380,380,230,33.0,232.0,198.0
525840,380,380,230,99.0,333.0,106.0
525840,380,380,230,98.0,334.0,154.0
525840,380,380,230,283.0,348.0,32.0
525840,380,380,230,285.0,346.0,156.0
525840,380,380,230,285.0,346.0,191.0
689227,350,350,355,97.00000000000004,224.0,31.99999999999989
689227,350,350,355,168.00000000000003,318.0,222.0
689227,350,350,355,222.00000000000003,292.0,323.0
689227,350,350,355,224.00000000000003,311.0,313.0
689227,350,350,355,291.0,292.0,323.0
689227,350,350,355,287.0,318.0,293.0
689227,350,350,355,285.0,302.0,313.0
689227,350,350,355,318.0,288.0,318.0
647206,350,350,320,154.0,318.0,230.0
647206,350,350,320,171.0,318.0,231.0
631311,350,350,290,312.0,158.0,89.0
655633,302,302,325,32.0,166.0,35.0
655633,302,302,325,37.0,229.0,32.0
655633,302,302,325,232.0,103.0,291.0
655633,302,302,325,232.0,103.0,291.0
655633,302,302,325,223.0,152.0,286.0
655633,302,302,325,270.0,169.0,293.0
655633,302,302,325,270.0,233.0,293.0
649247,370,370,320,287.0,98.00000000000004,95.0
649247,370,370,320,283.0,103.00000000000004,156.0
649247,370,370,320,338.0,158.00000000000003,92.0
688155,365,365,325,107.0,89.0,38.0
688155,365,365,325,156.0,327.0,169.0
631153,287,287,310,33.0,103.0,32.0
631153,287,287,310,40.0,90.0,43.0
631153,287,287,310,39.0,90.0,97.0
631153,287,287,310,98.0,96.0,101.0
407342,418,418,336,38.0,346.0,304.0
407342,418,418,336,102.00000000000004,210.0,32.0
407342,418,418,336,109.00000000000004,214.0,38.0
407342,418,418,336,154.00000000000003,167.0,32.0
407342,418,418,336,156.00000000000003,159.0,44.0
407342,418,418,336,236.00000000000003,386.0,288.0
407342,418,418,336,227.00000000000003,386.0,303.0
407342,418,418,336,292.0,166.0,37.0
407342,418,418,336,286.0,386.0,294.0
407342,418,418,336,287.0,386.0,301.0
407342,418,418,336,355.0,171.0,304.0
407342,418,418,336,343.0,230.0,32.0
407342,418,418,336,352.0,386.0,289.0
407342,418,418,336,352.0,381.0,295.0
407342,418,418,336,386.0,220.0,293.0
407342,418,418,336,386.0,219.0,295.0
407342,418,418,336,386.0,347.0,217.0
407342,418,418,336,386.0,385.0,154.0
660577,339,339,320,51.0,149.0,32.0
660577,339,339,320,290.0,282.0,285.99999999999994
655618,368,368,308,32.0,98.00000000000004,276.0
655618,368,368,308,32.0,231.00000000000003,32.0
655618,368,368,308,32.0,219.00000000000003,39.0
655618,368,368,308,42.0,227.00000000000003,37.0
655618,368,368,308,101.0,284.0,276.0
655618,368,368,308,227.0,94.00000000000004,35.0
655618,368,368,308,221.0,336.0,229.0
655618,368,368,308,287.0,281.0,276.0
655618,368,368,308,336.0,99.00000000000004,276.0
655618,368,368,308,334.0,87.00000000000004,264.0
655618,368,368,308,336.0,154.00000000000003,276.0
655618,368,368,308,336.0,222.00000000000003,276.0
529630,300,300,336,32.0,91.0,84.0
529630,300,300,336,267.0,99.0,32.0
529630,300,300,336,266.0,85.0,106.0
664607,387,387,340,49.0,170.0,84.0
664607,387,387,340,56.0,216.0,88.0
664607,387,387,340,99.0,91.0,38.0
664607,387,387,340,100.0,103.0,91.0
664607,387,387,340,95.0,227.0,104.0
664607,387,387,340,165.0,103.0,155.0
664607,387,387,340,170.0,222.0,102.0
664607,387,387,340,169.0,219.0,152.0
664607,387,387,340,169.0,295.0,286.0
664607,387,387,340,149.0,346.0,301.0
664607,387,387,340,161.0,342.0,308.0
664607,387,387,340,149.0,346.0,301.0
664607,387,387,340,161.0,343.0,308.0
664607,387,387,340,214.0,217.0,32.0
664607,387,387,340,215.0,343.0,308.0
664607,387,387,340,215.0,344.0,308.0
664607,387,387,340,347.0,222.0,32.0
664607,387,387,340,347.0,221.0,33.0
684037,315,315,240,104.0,104.0,89.0
684037,315,315,240,152.0,154.0,200.0
684037,315,315,240,172.0,164.0,198.0
664166,369,369,360,40.0,154.0,34.0
664166,369,369,360,45.0,222.0,86.0
664166,369,369,360,101.0,98.0,101.0
664166,369,369,360,97.0,225.0,103.0
664166,369,369,360,163.0,98.0,159.00000000000009
664166,369,369,360,156.0,224.0,95.0
664166,369,369,360,162.0,229.0,168.00000000000009
664166,369,369,360,231.0,156.0,32.0
664166,369,369,360,225.0,163.0,100.0
664166,369,369,360,223.0,226.0,88.0
664166,369,369,360,288.0,102.0,95.0
664166,369,369,360,279.0,154.0,40.0
664166,369,369,360,281.0,159.0,99.0
664166,369,369,360,290.0,228.0,38.0
664166,369,369,360,285.0,222.0,87.0
664166,369,369,360,326.0,171.0,43.0
664166,369,369,360,331.0,151.0,32.0
664166,369,369,360,333.0,153.0,89.0
525646,397,397,370,32.0,34.0,338.0
525646,397,397,370,148.0,172.0,293.0
525646,397,397,370,161.0,160.0,334.0
525646,397,397,370,150.0,289.0,338.0
525646,397,397,370,161.0,298.0,338.0
525646,397,397,370,236.0,352.0,286.0
525646,397,397,370,365.0,37.0,330.0
525646,397,397,370,365.0,293.0,338.0
656852,361,361,335,32.0,221.0,302.99999999999994
656852,361,361,335,98.0,154.0,101.0
656852,361,361,335,328.0,294.0,296.99999999999994
656852,361,361,335,329.0,292.0,296.99999999999994
689235,311,311,290,152.0,31.999999999999986,132.0
689235,311,311,290,152.0,36.99999999999999,203.0
689235,311,311,290,160.0,279.0,33.0
689235,311,311,290,229.0,91.0,42.0
689235,311,311,290,234.0,95.0,95.0
689235,311,311,290,222.0,105.0,158.0
689235,311,311,290,226.0,279.0,32.0
689235,311,311,290,223.0,276.0,167.0
689235,311,311,290,279.0,108.0,104.0
689235,311,311,290,279.0,101.0,162.0
689235,311,311,290,274.0,165.0,258.0
689235,311,311,290,271.0,214.0,101.0
689235,311,311,290,279.0,231.0,237.0
689235,311,311,290,275.0,232.0,245.0
655923,361,361,260,39.0,173.0,228.0
655923,361,361,260,33.0,288.0,228.0
655923,361,361,260,33.0,288.0,228.0
656240,362,362,300,98.0,85.0,34.0
656240,362,362,300,107.0,231.0,32.0
656240,362,362,300,154.0,85.0,32.0
656240,362,362,300,157.0,102.0,37.0
656240,362,362,300,155.0,146.0,32.0
656240,362,362,300,146.0,285.0,91.0
656240,362,362,300,215.0,85.0,32.0
656240,362,362,300,226.0,91.0,32.0
656240,362,362,300,224.0,108.0,85.0
656240,362,362,300,227.0,84.0,87.0
656240,362,362,300,232.0,88.0,104.0
656240,362,362,300,232.0,161.0,37.0
656240,362,362,300,226.0,159.0,103.0
656240,362,362,300,224.0,156.0,67.0
656240,362,362,300,214.0,167.0,151.0
656240,362,362,300,233.0,219.0,32.0
656240,362,362,300,219.0,230.0,86.0
656240,362,362,300,221.0,226.0,165.0
656240,362,362,300,217.0,290.0,95.0
656240,362,362,300,280.0,94.0,34.0
656240,362,362,300,282.0,92.0,108.0
656240,362,362,300,288.0,164.0,32.0
656240,362,362,300,284.0,161.0,104.0
656240,362,362,300,287.0,223.0,268.0
656240,362,362,300,322.0,163.0,268.0
656240,362,362,300,321.0,289.0,32.0
678250,350,350,270,92.0,91.0,32.0
678250,350,350,270,160.0,89.0,37.0
678250,350,350,270,158.0,100.0,96.0
678250,350,350,270,160.0,125.0,216.0
678250,350,350,270,159.0,145.0,220.0
678250,350,350,270,159.0,144.0,225.0
678250,350,350,270,161.0,158.0,228.0
678250,350,350,270,226.0,99.0,223.0
678250,350,350,270,227.0,101.0,225.0
656584,404,404,333,35.0,347.0,32.0
656584,404,404,333,36.0,347.0,89.0
656584,404,404,333,36.0,347.0,158.00000000000003
656584,404,404,333,35.0,348.0,216.00000000000003
656584,404,404,333,35.0,348.0,280.0
656584,404,404,333,96.0,224.0,88.0
656584,404,404,333,102.0,224.0,226.00000000000003
656584,404,404,333,107.0,275.0,295.0
656584,404,404,333,106.0,275.0,295.0
656584,404,404,333,164.0,231.0,214.00000000000003
656584,404,404,333,157.0,219.0,291.0
656584,404,404,333,170.0,223.0,287.0
656584,404,404,333,171.0,223.0,290.0
656584,404,404,333,167.0,292.0,301.0
656584,404,404,333,284.0,157.0,222.00000000000003
656584,404,404,333,293.0,233.0,170.00000000000003
656584,404,404,333,343.0,225.0,37.0
656584,404,404,333,350.0,291.0,165.00000000000003
656584,404,404,333,346.0,286.0,285.0
656584,404,404,333,349.0,286.0,289.0
656584,404,404,333,359.0,370.0,32.0
656584,404,404,333,357.0,372.0,154.00000000000003
656584,404,404,333,359.0,372.0,216.00000000000003
656584,404,404,333,356.0,372.0,280.0
656584,404,404,333,356.0,372.0,293.0
656584,404,404,333,372.0,354.0,32.0
656584,404,404,333,372.0,354.0,95.0
656584,404,404,333,372.0,355.0,159.00000000000003
656584,404,404,333,372.0,355.0,223.00000000000003
656584,404,404,333,372.0,355.0,286.0
656584,404,404,333,372.0,355.0,296.0
631070,350,350,305,32.0,32.0,221.0
631070,350,350,305,32.0,35.0,273.0
631070,350,350,305,318.0,36.0,263.0
635466,350,350,290,103.0,276.0,250.0
635466,350,350,290,160.0,313.0,228.0
635466,350,350,290,160.0,307.0,251.0
696618,377,377,335,94.0,84.0,32.0
696618,377,377,335,92.0,84.0,106.0
696618,377,377,335,97.0,93.0,90.0
696618,377,377,335,103.0,101.0,105.0
696618,377,377,335,153.0,94.0,106.0
696618,377,377,335,153.0,84.0,173.0
696618,377,377,335,217.0,330.0,281.0
680030,350,350,300,318.0,317.99999999999994,32.0
680030,350,350,300,315.0,317.99999999999994,95.0
