seriesuid,width,height,slice,originX,originY,originZ,spacingX,spacingY,spacingZ,segmented_lung,segmented_medi
689114,313,313,300,-147.47877502441406,-156.1943359375,-303.190673828125,0.611328125,0.611328125,5.0,0.18807003575961104,0.877574640957854
631148,338,338,289,-182.669921875,-308.669921875,-724.02001953125,0.66015625,0.66015625,4.982807159423828,0.1485278761696116,0.9439572909509895
655423,306,306,290,-165.701171875,-292.701171875,-659.4000244140625,0.59765625,0.59765625,5.0,0.17374944944546822,0.918187596577208
528297,391,391,342,-202.53799438476562,-77.9000015258789,-364.19000244140625,0.763671875,0.763671875,1.0,0.12435026195315846,0.9448116222031193
657094,350,350,260,-162.31118774414062,-174.658203125,-472.8836669921875,0.68359375,0.68359375,5.0,0.12087921507064364,0.9395625745682888
694466,322,322,335,-149.685546875,-295.685546875,-500.79998779296875,0.62890625,0.62890625,5.0,0.203554571957158,0.9187164559134039
688256,317,317,295,-160.1904296875,-298.1904296875,-605.4000244140625,0.619140625,0.619140625,5.0,0.1532022983880013,0.9375451331126385
680955,350,350,340,-193.4080047607422,-174.658203125,-1095.5,0.6830000281333923,0.6830000281333923,5.0,0.12553301320528212,0.9125690756302521
656758,350,350,265,-180.12600708007812,-174.658203125,-671.0,0.6830000281333923,0.6830000281333923,5.0,0.11942022333461687,0.9187130381209088
655557,300,300,250,-140.70703125,-269.70703125,-621.4000244140625,0.5859375,0.5859375,5.0,0.13653386666666667,0.9116735111111111
655756,350,350,275,-178.28968811035156,-174.658203125,-828.801513671875,0.68359375,0.68359375,5.0,0.1434623228200371,0.9164635547309833
673775,336,336,245,-216.46800231933594,-167.64059448242188,-559.0,0.656000018119812,0.656000018119812,5.0,0.11573902945531954,0.9115366065643945
518936,318,318,315,-171.4530029296875,744.0009765625,716.1500244140625,0.6211000084877014,0.6211000084877014,5.0,0.17556273831342065,0.9219292611365709
688941,381,381,355,-189.40162658691406,-190.1279296875,-740.9132080078125,0.744140625,0.744140625,5.0,0.1582588579887645,0.9260561488259127
672144,379,379,280,-211.3000030517578,-189.5,-1110.9000244140625,0.7402340173721313,0.7402340173721313,5.0,0.10410485167883822,0.9435066291259857
405192,400,400,300,-220.1999969482422,-200.0,-717.4000244140625,0.78125,0.78125,5.000000476837158,0.1194641875,0.9401773333333333
542586,340,340,304,-186.66796875,-294.66796875,-1114.5,0.6640625,0.6640625,8.0,0.20780080472591514,0.9345875352850118
689288,350,350,300,-162.31118774414062,-174.658203125,-311.8262939453125,0.68359375,0.68359375,5.0,0.16694478911564625,0.9150837006802721
699385,350,350,280,-180.46856689453125,-174.658203125,-371.90673828125,0.68359375,0.68359375,5.0,0.1468599416909621,0.9179619825072887
660577,339,339,320,-169.1689453125,-309.1689453125,-652.2999877929688,0.662109375,0.662109375,5.0,0.14573549438309796,0.949418839898713
697423,350,350,310,-176.1107940673828,-174.658203125,-333.5848388671875,0.68359375,0.68359375,5.0,0.13928926925608953,0.9013519684002633
697234,386,386,250,-182.623046875,-332.623046875,-672.5999755859375,0.75390625,0.75390625,5.0,0.12106545142151467,0.926432951220167
689912,434,434,318,-211.79200744628906,-65.0,-298.2900085449219,0.84765625,0.84765625,3.0,0.1637970170496094,0.9404088417610383
688368,302,302,260,-158.705078125,-290.705078125,-772.0,0.58984375,0.58984375,5.0,0.1500845948052211,0.9331393612965693
657689,475,475,330,-235.0361328125,-377.0361328125,-744.0999755859375,0.927734375,0.927734375,5.0,0.09682135482246286,0.9554085520020146
524771,380,380,210,-176.0,-190.0,-223.0,0.7421875,0.7421875,10.0,0.09878897902651365,0.9512881545970189
655781,350,350,315,-180.12600708007812,-174.658203125,-702.5,0.6830000281333923,0.6830000281333923,5.0,0.13697961775186265,0.9349003692905734
672217,390,390,320,-193.619140625,-299.619140625,-716.5999755859375,0.76171875,0.76171875,5.0,0.14245036160420776,0.9453915598290599
639910,359,359,320,-172.1494140625,-319.1494140625,-624.7999877929688,0.701171875,0.701171875,5.0,0.1296900823240043,0.9394356276332431
656130,359,359,260,-171.1494140625,-299.1494140625,-768.2000122070312,0.701171875,0.701171875,5.0,0.06502635406663153,0.9675021024164808
428806,378,378,290,-181.0,-189.0,-760.5,0.73828125,0.73828125,5.0,0.1393346568086579,0.9258360049000444
687435,338,338,300,-179.56434631347656,-168.669921875,1231.1602783203125,0.66015625,0.66015625,5.0,0.1469453392154803,0.9325667868772102
641559,303,303,285,-162.09852600097656,-151.2041015625,-129.6199951171875,0.591796875,0.591796875,5.0,0.21026551500034493,0.9163334711098347
671790,350,350,320,-158.67970275878906,-174.658203125,-486.8216552734375,0.68359375,0.68359375,5.0,0.1465376530612245,0.9422203316326531
688188,350,350,315,-172.4793243408203,-174.658203125,-332.0003662109375,0.68359375,0.68359375,5.0,0.1579318172983479,0.912156501457726
322786,380,380,273,-200.0,-190.0,-275.0,0.7421875,0.7421875,7.0,0.12595415664667742,0.9647198208070784
687430,341,341,290,-165.8092041015625,-170.1669921875,-199.4837646484375,0.666015625,0.666015625,5.0,0.20856453851831577,0.905467433378537
656202,350,350,275,-178.2896728515625,-174.658203125,-155.20361328125,0.68359375,0.68359375,5.0,0.1237138107606679,0.9047267384044527
698734,326,326,200,-153.23977661132812,-162.681640625,-124.6895751953125,0.63671875,0.63671875,5.0,0.14547955323873688,0.9210808178704505
674088,333,333,205,-180.1748046875,-306.1748046875,-547.2000122070312,0.650390625,0.650390625,5.0,0.08677215998683808,0.9352376327107156
422690,370,370,272,-165.0,-191.0,-768.4000244140625,0.7226560115814209,0.7226560115814209,8.500000953674316,0.11878227989515748,0.9535389453443905
682499,354,354,310,-172.654296875,-316.654296875,-660.2000122070312,0.69140625,0.69140625,5.0,0.14578093675961362,0.9396159283524798
688552,350,350,320,-181.92115783691406,-174.658203125,-359.4501953125,0.68359375,0.68359375,5.0,0.1825420918367347,0.8843301530612245
664490,328,328,335,-149.6796875,-303.6796875,-372.29998779296875,0.640625,0.640625,5.0,0.14584147229349978,0.9200116590604385
688299,349,349,310,-172.1591796875,-311.1591796875,-745.5,0.681640625,0.681640625,5.0,0.13237885911737046,0.9424561904386081
633444,350,350,240,-163.0374755859375,-174.658203125,-4.9571533203125,0.68359375,0.68359375,5.0,0.1039110544217687,0.9040412585034013
632344,350,350,230,-164.14999389648438,-21.399999618530273,-303.8800048828125,0.68359375,0.68359375,5.0,0.17063598935226265,0.9116146583850931
655923,361,361,260,-167.80044555664062,-180.1474609375,-322.55224609375,0.705078125,0.705078125,5.0,0.1330571612226142,0.9120539047665144
523166,393,393,300,-188.1162109375,-282.1162109375,-815.5,0.767578125,0.767578125,10.0,0.10901451827679903,0.935813137885861
520069,427,427,340,-191.39999389648438,-213.5,-942.7000122070312,0.8339840173721313,0.8339840173721313,5.0,0.08541902114245321,0.9523843291683779
631070,350,350,305,-179.0159912109375,-174.658203125,1138.646240234375,0.68359375,0.68359375,5.0,0.1402145199063232,0.9248148277015724
653891,350,350,305,-160.85861206054688,-174.658203125,345.5447998046875,0.68359375,0.68359375,5.0,0.17724298427567747,0.8954661759785881
655454,395,395,320,-192.1142578125,-324.1142578125,-362.1000061035156,0.771484375,0.771484375,5.0,0.11765217913795865,0.9437125460663355
640237,350,350,290,-177.7830047607422,-174.658203125,-765.5,0.6830000281333923,0.6830000281333923,5.0,0.11697114707952147,0.9280946657283603
643582,350,350,300,-163.0374755859375,-174.658203125,-185.4207763671875,0.68359375,0.68359375,5.0,0.136670693877551,0.9350067210884354
665650,358,358,320,-181.650390625,-318.650390625,-290.5,0.69921875,0.69921875,5.0,0.1414663048906089,0.9364701915124372
697336,350,350,315,-180.4685516357422,-174.658203125,-409.6978759765625,0.68359375,0.68359375,5.0,0.18523708454810495,0.9261331778425655
679384,350,350,315,-204.43630981445312,-174.658203125,-480.966064453125,0.68359375,0.68359375,5.0,0.1204728215095562,0.9513569160997732
688344,369,369,315,-171.1396484375,-339.1396484375,-770.5999755859375,0.720703125,0.720703125,5.0,0.15062565406055833,0.9536089104599912
656478,328,328,290,-157.6796875,-303.6796875,-341.20001220703125,0.640625,0.640625,5.0,0.13201793241912654,0.914511868192168
688397,350,350,320,-168.84783935546875,-174.658203125,-454.7044677734375,0.68359375,0.68359375,5.0,0.14067464285714285,0.9126626530612245
680353,349,349,285,-180.1591796875,-319.1591796875,-634.7000122070312,0.681640625,0.681640625,5.0,0.15270289170270115,0.9325755254796543
657065,330,330,328,-165.677734375,-304.677734375,-421.20001220703125,0.64453125,0.64453125,8.0,0.22242541826244708,0.9318705906067325
523736,389,389,340,-195.1201171875,-339.1201171875,-823.7999877929688,0.759765625,0.759765625,1.5,0.10433801225831958,0.9290502620646331
528176,360,360,275,-198.39999389648438,-180.0,-296.0,0.703125,0.703125,5.0,0.1790371212121212,0.9328241582491582
677931,350,350,280,-165.2830047607422,-174.658203125,-1120.5,0.6830000281333923,0.6830000281333923,5.0,0.11269469387755102,0.9386358309037901
674921,338,338,320,-178.669921875,-278.669921875,-223.89999389648438,0.66015625,0.66015625,8.0,0.1438970536745912,0.9360294359003536
498252,389,389,243,-201.89999389648438,-194.5,-870.7999877929688,0.7597659826278687,0.7597659826278687,3.0,0.08736190851253092,0.9327416225225077
380094,412,412,282,-181.59765625,-357.59765625,-451.5,0.8046875,0.8046875,6.0,0.13521956133859314,0.9384474843719603
381072,370,370,315,-185.6999969482422,-185.0,-920.2899780273438,0.7226560115814209,0.7226560115814209,7.0,0.2019770426797454,0.9627489188029729
656074,318,318,315,-151.25100708007812,-159.06370544433594,-561.5,0.621999979019165,0.621999979019165,5.0,0.16759555924739264,0.9285654952618285
678289,373,373,305,-182.5042724609375,-186.1357421875,-87.5865478515625,0.728515625,0.728515625,5.0,0.14364279689011342,0.9038979392753677
696902,350,350,205,-174.658203125,-174.658203125,1013.52001953125,0.68359375,0.68359375,5.0,0.1233702737680438,0.9357813837730214
374993,350,350,376,-139.60000610351562,-175.0,-376.0,0.6835939884185791,0.6835939884185791,8.0,0.21120425531914894,0.9448702996092054
649546,349,349,294,-175.1591796875,-282.1591796875,-234.01400756835938,0.681640625,0.681640625,4.986448287963867,0.11666258115794655,0.947496633155442
643371,386,386,275,-191.17047119140625,-192.623046875,-322.509521484375,0.75390625,0.75390625,5.0,0.08463841616248392,0.9180297701707673
656221,350,350,270,-172.4793243408203,-174.658203125,-56.7459716796875,0.68359375,0.68359375,5.0,0.12290654572940288,0.9028884353741496
647878,350,350,290,-167.395263671875,-174.658203125,-345.7080078125,0.68359375,0.68359375,5.0,0.13484197044334975,0.9212352709359606
664597,388,388,300,-191.62109375,-301.62109375,-1023.7999877929688,0.7578125,0.7578125,5.0,0.11043480089984767,0.9429981489354164
655512,350,350,360,-165.2830047607422,-174.658203125,-905.5,0.6830000281333923,0.6830000281333923,5.0,0.12270727891156463,0.9289186848072563
631186,335,335,225,-157.73101806640625,-167.1728515625,-317.47509765625,0.654296875,0.654296875,5.0,0.12575510507165663,0.9177273433825895
631622,299,299,329,-147.2080078125,-289.2080078125,-698.1279907226562,0.583984375,0.583984375,4.989661693572998,0.18680006333269292,0.9430054041880698
685442,350,350,300,-161.58489990234375,-174.658203125,-117.2503662109375,0.68359375,0.68359375,5.0,0.16762712925170067,0.8937241360544218
692161,303,303,255,-151.2041015625,-291.2041015625,-646.5999755859375,0.591796875,0.591796875,5.0,0.13350897504815518,0.9159324163827759
631115,350,350,285,-173.20562744140625,-174.658203125,1188.448486328125,0.68359375,0.68359375,5.0,0.19686794128177587,0.9528284138918726
672288,331,331,315,-155.73492431640625,-165.1767578125,-954.1190185546875,0.646484375,0.646484375,5.0,0.15042741283648176,0.9242174142896115
688536,319,319,280,-165.74200439453125,-159.64849853515625,-824.0,0.6240000128746033,0.6240000128746033,7.0,0.15318642280862582,0.9198487843364073
641072,350,350,255,-183.37374877929688,-174.658203125,-283.6131591796875,0.68359375,0.68359375,5.0,0.15863311724689877,0.8960006082432973
690033,406,406,235,-192.603515625,-334.603515625,-134.60000610351562,0.79296875,0.79296875,5.0,0.0950665342160848,0.9393504207663788
630953,301,301,230,-152.2060546875,-290.2060546875,-335.5,0.587890625,0.587890625,5.0,0.1400116516613935,0.9213255156508015
646464,400,400,348,-207.1999969482422,-42.400001525878906,-258.17999267578125,0.78125,0.78125,3.0,0.13929407327586207,0.9292268857758621
696339,379,379,290,-193.4876708984375,-189.1298828125,-513.265380859375,0.740234375,0.740234375,5.0,0.10007225868898732,0.9305284318736198
661922,302,302,275,-152.15765380859375,-150.705078125,-142.9075927734375,0.58984375,0.58984375,5.0,0.2101544190645546,0.8998859300429407
696818,386,386,310,-198.39999389648438,-193.0,-1009.5,0.7539060115814209,0.7539060115814209,5.0,0.06940361681066995,0.9623983627185488
369786,388,388,387,-185.8520050048828,-53.70000076293945,-520.0800170898438,0.7578125,0.7578125,1.0,0.13175749110958968,0.9484461589500185
689091,398,398,322,-196.9739990234375,-198.65420532226562,-1026.5,0.7770000100135803,0.7770000100135803,7.0,0.11576322026500052,0.9370874512077852
509702,420,420,275,-210.0,-210.0,-261.5,0.8203120231628418,0.8203120231628418,5.0,0.1354849927849928,0.9446207586064729
656251,367,367,325,-174.1416015625,-323.1416015625,-501.6000061035156,0.716796875,0.716796875,5.0,0.14615897477779294,0.9516763918245851
641275,349,349,270,-169.1591796875,-314.1591796875,-447.29998779296875,0.681640625,0.681640625,5.0,0.1344916890848369,0.951000250256414
688354,350,350,270,-175.38449096679688,-174.658203125,-424.4981689453125,0.68359375,0.68359375,5.0,0.13089327286470143,0.9496927891156463
655718,331,331,270,-156.1767578125,-288.1767578125,-554.5,0.646484375,0.646484375,5.0,0.10943955793948036,0.9314001974884953
647299,350,350,325,-188.4578094482422,-174.658203125,-400.125,0.68359375,0.68359375,5.0,0.1279271334379906,0.8898950832025118
675354,330,330,288,-175.677734375,-288.677734375,-156.0,0.64453125,0.64453125,8.0,0.17194938654218958,0.934614675798388
648229,330,330,288,-181.677734375,-303.677734375,-676.5,0.64453125,0.64453125,8.0,0.18159145112743597,0.9507547061524334
630870,353,353,240,-177.1552734375,-316.1552734375,-269.6000061035156,0.689453125,0.689453125,5.0,0.09811553873850738,0.9500009028240336
655828,350,350,285,-175.38449096679688,-174.658203125,-328.206787109375,0.68359375,0.68359375,5.0,0.18109791621911922,0.8927958467597565
696544,395,395,310,-201.47201538085938,-197.1142578125,-423.98193359375,0.771484375,0.771484375,5.0,0.1170513617027875,0.933445694703599
665409,311,311,315,-162.1962890625,-295.1962890625,-406.20001220703125,0.607421875,0.607421875,5.0,0.18367420085557823,0.9492594228235919
688616,383,383,315,-191.85227966308594,-191.1259765625,-107.4656982421875,0.748046875,0.748046875,5.0,0.13666083530354198,0.9090512948948142
397750,390,390,360,-207.08999633789062,-61.0,-425.7699890136719,0.76171875,0.76171875,1.0,0.09720439769157718,0.9533602710205274
689960,381,381,350,-200.2960662841797,-190.1279296875,-875.48291015625,0.744140625,0.744140625,5.0,0.11880959761919524,0.9425186024975225
651362,385,385,350,-202.0260009765625,-191.94850158691406,-997.0,0.7509999871253967,0.7509999871253967,7.0,0.14249932775943908,0.919508796954437
647601,350,350,305,-168.4080047607422,-174.658203125,-873.0,0.6830000281333923,0.6830000281333923,5.0,0.12690952157912344,0.9379956908665106
511303,351,351,315,-188.34249877929688,-175.34249877929688,-307.5,0.6850000023841858,0.6850000023841858,7.5,0.19570172010817785,0.9625836370375782
689489,362,362,345,-182.646484375,-320.646484375,-785.7000122070312,0.70703125,0.70703125,5.0,0.13165399916567463,0.9398066762839696
647641,425,425,290,-228.06344604492188,-212.0849609375,-68.731689453125,0.830078125,0.830078125,5.0,0.09029786421668058,0.9345063548502566
328139,370,370,330,-195.00900268554688,692.6610107421875,674.219970703125,0.7226999998092651,0.7226999998092651,5.0,0.1658935077583726,0.9342972972972973
634448,351,351,275,-173.70465087890625,-175.1572265625,382.0833740234375,0.685546875,0.685546875,5.0,0.18753557933045112,0.9000200264017928
542601,375,375,230,-179.3209991455078,-187.13369750976562,-877.5,0.7319999933242798,0.7319999933242798,5.0,0.07030517487922705,0.9305543729468599
688290,350,350,270,-166.84500122070312,-174.658203125,-1088.5,0.6830000281333923,0.6830000281333923,5.0,0.13703428571428572,0.9304767044595617
519199,351,351,340,-161.34249877929688,-175.34249877929688,-335.0,0.6850000023841858,0.6850000023841858,5.0,0.1528590772515693,0.9368946823865544
649316,350,350,306,-156.10000610351562,-25.299999237060547,-236.27000427246094,0.68359375,0.68359375,3.0,0.13245901027077497,0.942540456182473
647572,365,365,325,-177.78578186035156,-182.1435546875,-317.2967529296875,0.712890625,0.712890625,5.0,0.16481448099657894,0.9182710336764005
630305,342,342,255,-175.666015625,-310.666015625,-776.9000244140625,0.66796875,0.66796875,5.0,0.11889795485924612,0.933406055558573
660680,350,350,210,-165.2163543701172,-174.658203125,-112.1435546875,0.68359375,0.68359375,5.0,0.11664960155490768,0.9323027405247813
696597,321,321,295,-165.27061462402344,-160.1865234375,-545.39501953125,0.626953125,0.626953125,5.0,0.15481555063074284,0.9149109479047257
655414,371,371,265,-179.1376953125,-325.1376953125,-1125.5,0.724609375,0.724609375,5.0,0.13305949178975715,0.942163459686554
628766,350,350,300,-169.57415771484375,-174.658203125,-516.883056640625,0.68359375,0.68359375,5.0,0.1534927074829932,0.9073225034013606
655476,350,350,280,-181.92115783691406,-174.658203125,-317.74169921875,0.68359375,0.68359375,5.0,0.12475107871720116,0.8813865306122449
631319,364,364,265,-176.64453125,-321.64453125,-610.2999877929688,0.7109375,0.7109375,5.0,0.12317788732105547,0.952322889633692
405795,409,409,304,-208.1005859375,-351.1005859375,-506.0,0.798828125,0.798828125,8.0,0.11031573803172035,0.9478186562226371
655938,332,332,365,-175.6320037841797,-165.7303009033203,-998.0,0.6480000019073486,0.6480000019073486,5.0,0.169458880247844,0.9130305012756091
680466,301,301,235,-156.2060546875,-290.2060546875,-779.9000244140625,0.587890625,0.587890625,5.0,0.14355517657853104,0.9652132438536327
648509,350,350,285,-180.4685516357422,-174.658203125,-217.281982421875,0.68359375,0.68359375,5.0,0.18341344790547798,0.9276441962047977
526845,300,300,350,-155.39999389648438,-150.0,-1052.4000244140625,0.5859375,0.5859375,5.0,0.17528050793650793,0.9155626349206349
653809,350,350,330,-167.39524841308594,-174.658203125,-371.2789306640625,0.68359375,0.68359375,5.0,0.19073405071119356,0.8857687569573284
696430,350,350,300,-170.30043029785156,-174.658203125,-311.0654296875,0.68359375,0.68359375,5.0,0.1464239455782313,0.9176751292517007
661528,350,350,300,-157.95339965820312,-174.658203125,-584.1650390625,0.68359375,0.68359375,5.0,0.15019042176870748,0.9392274557823129
693057,397,397,300,-210.45932006835938,-198.1123046875,-396.7393798828125,0.775390625,0.775390625,5.0,0.11086837257601617,0.9138550040501071
689187,328,328,310,-156.416748046875,-163.6796875,325.331298828125,0.640625,0.640625,5.0,0.21272715933296232,0.875827590383988
639412,350,350,300,-168.12155151367188,-174.658203125,-404.103759765625,0.68359375,0.68359375,5.0,0.1126949387755102,0.8948165714285714
414370,380,380,240,-190.0,-190.0,-220.0,0.7421875,0.7421875,10.0,0.14218002654662973,0.9523041897506925
631024,274,274,330,-129.732421875,-276.732421875,-252.39999389648438,0.53515625,0.53515625,5.0,0.3065488385910358,0.9453723257402196
676269,288,288,315,-142.99246215820312,-143.71875,-432.6116943359375,0.5625,0.5625,5.0,0.10885722859102488,0.8984226496668626
678912,312,312,300,-142.62197875976562,-155.6953125,-185.8929443359375,0.609375,0.609375,5.0,0.21859895490905107,0.8939427870918255
689196,350,350,285,-166.84500122070312,-174.658203125,-1203.0,0.6830000281333923,0.6830000281333923,5.0,0.085596104547082,0.9275524812030075
321326,302,302,300,-168.5,-151.0,-747.5999755859375,0.58984375,0.58984375,4.999999523162842,0.1868880385363215,0.9561032045378127
689250,351,351,350,-178.1572265625,-313.1572265625,-533.5,0.685546875,0.685546875,5.0,0.18181656688779196,0.9338585609810681
655875,314,314,270,-137.1929931640625,-156.72450256347656,-765.5,0.6129999756813049,0.6129999756813049,5.0,0.13715040652238916,0.9432429082090326
683262,330,330,305,-170.677734375,-271.677734375,-269.20001220703125,0.64453125,0.64453125,5.0,0.15790233181291302,0.9268338225774887
680008,382,382,300,-189.626953125,-290.626953125,-269.0,0.74609375,0.74609375,5.0,0.09770867026671418,0.9579171349469587
672672,282,282,340,-144.724609375,-280.724609375,-768.7000122070312,0.55078125,0.55078125,5.0,0.2610166520206996,0.9237261337309935
698717,439,439,285,-228.0712890625,-359.0712890625,-658.5,0.857421875,0.857421875,5.0,0.09960565664554441,0.9528107034466787
657046,350,350,325,-179.01597595214844,-174.658203125,-313.1444091796875,0.68359375,0.68359375,5.0,0.18044064050235478,0.9094196043956044
672197,385,385,240,-178.1240234375,-296.1240234375,59.5,0.751953125,0.751953125,8.0,0.08111963793781976,0.9557845055377523
651329,309,309,300,-156.3771209716797,-154.1982421875,-268.970703125,0.603515625,0.603515625,5.0,0.19593102292602715,0.9059360151932496
649247,370,370,320,-177.1179962158203,-184.73609924316406,-1082.5,0.7229999899864197,0.7229999899864197,5.0,0.14699210189919648,0.9253784240321402
380376,284,284,250,-144.8000030517578,-142.0,-762.9000244140625,0.5546879768371582,0.5546879768371582,10.0,0.2856376215036699,0.9713411029557627
320916,370,370,252,-186.39999389648438,-185.0,-826.5900268554688,0.7226560115814209,0.7226560115814209,7.0,0.12394016603476063,0.9196499878256635
696359,397,397,325,-201.1123046875,-338.1123046875,-700.4000244140625,0.775390625,0.775390625,5.0,0.1427285341475521,0.9393945972433242
640208,329,329,290,-143.1787109375,-304.1787109375,-202.0,0.642578125,0.642578125,5.0,0.1721396921110587,0.9421573952632519
655832,350,350,300,-175.38449096679688,-174.658203125,-506.700927734375,0.68359375,0.68359375,5.0,0.14826331972789117,0.9419682176870748
495345,360,360,305,-193.8000030517578,-180.0,-322.75,0.703125,0.703125,5.0,0.21274375126492612,0.9597233353572151
647567,341,341,315,-162.6739959716797,-170.2917022705078,-1036.5,0.6660000085830688,0.6660000085830688,5.0,0.18597988479740443,0.921214714819861
684437,350,350,250,-173.93190002441406,-174.658203125,-320.0137939453125,0.68359375,0.68359375,5.0,0.08512728163265307,0.9199676081632653
688438,389,389,325,-183.9519805908203,-194.1201171875,-500.589111328125,0.759765625,0.759765625,5.0,0.15919281120674186,0.923082880865079
667198,344,344,270,-173.11666870117188,-171.6640625,414.6817626953125,0.671875,0.671875,5.0,0.1252738592432346,0.8953320300763176
647634,350,350,260,-167.395263671875,-174.658203125,-409.10205078125,0.68359375,0.68359375,5.0,0.12704291993720565,0.9181438932496075
689163,387,387,315,-194.8000030517578,-193.5,-890.5,0.7558590173721313,0.7558590173721313,5.0,0.08475556060036159,0.9277995838458951
700821,379,379,300,-172.4810028076172,-189.08309936523438,-911.0,0.7400000095367432,0.7400000095367432,5.0,0.13154804918744184,0.9279467793550124
656319,350,350,270,-182.64744567871094,-174.658203125,-178.64453125,0.68359375,0.68359375,5.0,0.12414448979591837,0.9140275434618291
647169,350,350,275,-174.658203125,-174.658203125,-78.4476318359375,0.68359375,0.68359375,5.0,0.1612698478664193,0.887452319109462
688298,361,361,305,-176.1474609375,-320.1474609375,-632.9000244140625,0.705078125,0.705078125,5.0,0.16445991304447366,0.9315539523403812
656115,350,350,300,-156.50082397460938,-174.658203125,-281.257568359375,0.68359375,0.68359375,5.0,0.13275510204081634,0.9013799455782313
688797,361,361,255,-179.1474609375,-331.1474609375,-207.10000610351562,0.705078125,0.705078125,5.0,0.11030681254477068,0.9462525940848021
655916,376,376,340,-192.6009979248047,-187.9134979248047,-830.5,0.7350000143051147,0.7350000143051147,5.0,0.11980032803637526,0.9149757925465343
639006,280,280,300,-131.0110321044922,-139.7265625,381.0509033203125,0.546875,0.546875,5.0,0.21784761904761904,0.8966019557823129
342548,286,286,285,-135.0,-143.0,-241.0,0.5585939884185791,0.5585939884185791,7.5,0.055597708634145884,0.9742696635961267
510918,349,349,300,-179.89999389648438,-174.5,-690.0999755859375,0.681640625,0.681640625,4.999999523162842,0.13277739920033496,0.961609455861063
495662,446,446,135,-222.564453125,-344.564453125,-585.2000122070312,0.87109375,0.87109375,5.0,0.08821907330322942,0.9423466298448703
692593,350,350,300,-184.8263397216797,-174.658203125,-659.0692138671875,0.68359375,0.68359375,5.0,0.14536680272108843,0.9445910476190477
629131,330,330,280,-162.677734375,-293.677734375,-407.0,0.64453125,0.64453125,8.0,0.17069109930473567,0.9298872163190345
688892,340,340,325,-174.66796875,-309.66796875,-703.0800170898438,0.6640625,0.6640625,4.99343729019165,0.14362328985893,0.9493803832845356
